customer_id,verified_review_count
14261052,1
14263580,1
14264412,5
14264565,1
14268632,1
14268820,3
14274020,1
14274363,1
14280450,1
14281882,1
14284464,1
14285112,1
14286985,1
14287969,1
14288219,1
14290016,1
14291265,1
14293374,1
14294747,1
14300126,1
14302736,1
14304166,1
14305294,1
14305583,1
14309258,1
14310225,1
14310457,1
14313744,1
14314216,1
14316358,1
14316361,1
14321317,3
14321881,1
14324005,2
14324886,1
14325241,1
14329001,1
14330842,1
14335021,1
14339007,1
14339990,1
14342170,1
14342748,1
14343468,3
14345999,1
14347821,1
14347984,1
14349968,1
14351268,1
14352054,1
14354237,3
14355460,1
14355818,1
14357807,1
14360069,2
14360335,1
14360837,1
14361402,1
14361478,1
14367305,1
14368393,1
14369963,1
14370590,1
14372366,1
14376779,1
14377080,1
14377167,1
14379131,1
14379207,1
14380011,1
14382308,1
14382647,1
14386264,1
14387424,1
14393457,2
14393502,1
14395505,1
14396822,1
14397209,1
14397245,1
14403352,1
14405065,1
14406291,1
14406951,1
14408456,3
14411780,1
14413636,1
14413923,1
14414563,1
14415000,4
14418451,1
14418830,1
14420700,1
14422125,1
14422372,9
14422774,1
14423927,1
14424378,2
14424993,1
14426492,1
14426672,1
14427973,2
14428719,1
14428773,1
14430351,1
14430601,1
14432112,1
14434882,1
14437340,3
14438012,1
14438730,1
14439042,1
14439361,1
14440796,1
14443128,1
14443981,1
14444590,1
14446699,2
14446958,1
14447092,5
14447442,1
14448616,1
14449503,1
14450240,2
14450327,1
14452441,2
14452582,1
14453393,2
14453482,54
14457749,1
14460702,3
14461943,2
14463057,1
14464454,1
14466612,1
14467662,1
14470451,1
14471429,1
14472052,1
14472071,1
14473681,1
14475144,1
14475608,1
14477702,2
14477731,3
14478342,1
14479938,1
14484623,1
14487909,1
14488979,1
14490795,1
14494404,1
14494620,1
14494702,2
14496048,1
14499316,1
14503020,1
14510402,1
14514911,2
14515637,2
14517900,1
14519768,1
14520033,1
14521772,2
14522627,1
14529269,1
14531039,1
14531440,1
14531925,1
14532201,2
14535908,1
14538525,1
14539589,3
14542046,1
14544113,1
14544320,1
14546191,1
14546514,1
14550084,1
14552931,1
14556043,3
14556594,1
14558046,1
14562330,1
14562419,1
14566221,1
14567163,1
14570833,1
14571409,1
14572175,1
14578421,1
14580149,1
14580941,1
14585646,1
14589379,1
14589924,1
14590227,1
14591720,1
14597113,1
14598586,1
